qid,split,y,last_ent_tail_vec,last_lp_tail_vec
tqa:0df9085cf1aa,train,0,"[0.017733462154865265, 0.267814964056015, 0.0014248458901420236, 0.04168650507926941, 0.10283881425857544, 0.12784361839294434, 0.06120152771472931, 0.020280348137021065, 0.004418801050633192, 0.021082280203700066, 0.20232641696929932, 0.06837645173072815, 0.19515597820281982, 0.5201475024223328, 0.22960321605205536, 0.41803181171417236, 0.1480490118265152, 0.09750331193208694, 0.698718249797821, 0.8838340044021606, 0.1607770472764969, 0.012602982111275196, 0.008060521446168423, 0.03267093002796173, 0.017189400270581245, 0.03827869892120361, 0.48150771856307983, 0.034413740038871765, 0.03470812365412712, 0.009795695543289185, 0.00800506491214037, 0.04444606602191925]","[-0.0017058596713468432, -0.029188694432377815, -0.00012337400403339416, -0.003944593947380781, -0.011329364962875843, -0.013529040850698948, -0.0077848611399531364, -0.0023215266410261393, -0.0003526780928950757, -0.0019449143437668681, -0.03583721071481705, -0.0074848453514277935, -0.04208458587527275, -0.09525416791439056, -0.050143420696258545, -0.10143168270587921, -0.016055932268500328, -0.008748063817620277, -0.471588671207428, -0.8014566898345947, -0.033370133489370346, -0.0016562328673899174, -0.0007558587822131813, -0.0032130067702382803, -0.001359372865408659, -0.0053848219104111195, -0.1609683632850647, -0.004024502821266651, -0.004823595751076937, -0.001214600750245154, -0.0006773561472073197, -0.0038330908864736557]"
tqa:77d28dc8e35b,train,1,"[1.6745169162750244, 0.01890350505709648, 2.2023937702178955, 2.8967766761779785, 1.1604975461959839, 3.789201259613037, 0.16119688749313354, 0.69032222032547, 4.456790447235107, 1.9535142183303833, 0.4615077078342438, 0.007081659510731697, 2.8249616622924805, 2.4591548442840576, 0.15722888708114624, 0.09176602959632874, 1.178489327430725, 1.0908801555633545, 3.6454226970672607, 0.5660549998283386, 0.027290187776088715, 0.005783008877187967, 0.09761342406272888, 0.9502334594726562, 2.675264596939087, 3.604921340942383, 4.626197338104248, 0.20978593826293945, 2.1357004642486572, 1.5002508163452148, 2.0476794242858887, 1.132299542427063]","[-0.28148868680000305, -0.0015120989410206676, -0.9748929738998413, -1.1607149839401245, -0.34249913692474365, -1.2108230590820312, -0.02428661473095417, -0.2231847494840622, -1.4301648139953613, -0.9180474877357483, -0.0650821328163147, -0.0008223251206800342, -1.6070669889450073, -1.1161880493164062, -0.020684951916337013, -0.012216740287840366, -0.6108535528182983, -0.5158644914627075, -1.3021475076675415, -0.12774145603179932, -0.002677667187526822, -0.0006810491322539747, -0.011507680639624596, -0.587559700012207, -0.6616703867912292, -1.094578742980957, -1.8563796281814575, -0.04060174897313118, -1.099247932434082, -0.8324553966522217, -0.8388381600379944, -0.5448853373527527]"
tqa:9c7dbf5080dd,train,1,"[0.0672154650092125, 1.819502592086792, 1.9095494747161865, 2.4905829429626465, 1.6453460454940796, 1.2411937713623047, 0.002036775927990675, 1.317415714263916, 1.739434838294983, 2.6285433769226074, 1.6369249820709229, 1.1783268451690674, 1.0184059143066406, 4.041790008544922, 3.7179126739501953, 0.15341943502426147, 2.493041753768921, 1.3660428524017334, 1.1944973468780518, 3.0700950622558594, 2.351559638977051, 2.497404098510742, 1.8014230728149414, 0.5007045865058899, 2.499063491821289, 1.289068579673767, 0.7311018705368042, 0.23274335265159607, 1.7575459480285645, 0.6287525296211243, 2.676203966140747, 0.34418827295303345]","[-0.008104060776531696, -0.6249874830245972, -0.7755988836288452, -1.8603298664093018, -0.3979557156562805, -0.4419245719909668, -0.00019012074335478246, -0.5836285948753357, -0.5586740970611572, -1.4151227474212646, -1.0696725845336914, -0.3611944615840912, -0.23422248661518097, -1.6798491477966309, -1.270977258682251, -0.029792536050081253, -0.8297792673110962, -0.9257410168647766, -0.2143115997314453, -1.6817007064819336, -0.5440940260887146, -1.2472225427627563, -0.5144622325897217, -0.07724835723638535, -0.7442638278007507, -0.39473292231559753, -0.18402573466300964, -0.031042350456118584, -0.688789427280426, -0.08424664288759232, -1.818169355392456, -0.05158037319779396]"
tqa:a5bb53a04be1,train,1,"[0.0027750995941460133, 0.5673105716705322, 0.32652747631073, 0.02004372514784336, 0.10243304073810577, 0.09126646816730499, 0.05746188014745712, 0.32120490074157715, 0.05291566625237465, 0.009886275045573711, 0.005183834582567215, 0.5534572601318359, 0.04045139625668526, 0.12082421034574509, 0.002103994833305478, 0.11261662095785141, 2.341519355773926, 0.569517970085144, 0.20004799962043762, 0.056665681302547455, 0.40271711349487305, 0.0013677839888259768, 0.8486353158950806, 0.4336419701576233, 0.0005319680203683674, 0.31674984097480774, 0.12235968559980392, 0.011410102248191833, 0.061379361897706985, 0.06049712747335434, 0.029967624694108963, 0.1899223029613495]","[-0.0002112165529979393, -0.09567675739526749, -0.043948739767074585, -0.00167753582354635, -0.01605323515832424, -0.012893288396298885, -0.005190112628042698, -0.04687298461794853, -0.0047273775562644005, -0.0009376181988045573, -0.0004215544031467289, -0.13326959311962128, -0.004032932687550783, -0.01387886144220829, -0.00015209948469419032, -0.013163803145289421, -0.47009363770484924, -0.06782412528991699, -0.026951059699058533, -0.005911722779273987, -0.05056124925613403, -0.00012087091454304755, -0.2697441279888153, -0.07809116691350937, -3.194758028257638e-05, -0.04577184468507767, -0.013714607805013657, -0.0008972433279268444, -0.008230222389101982, -0.008036776445806026, -0.00252832961268723, -0.025227898731827736]"
tqa:f3e4c233fde6,test,1,"[0.2696714401245117, 0.5031793117523193, 0.34739452600479126, 0.06192479282617569, 0.05722754821181297, 0.07371461391448975, 0.7236019372940063, 1.858994722366333, 0.6847114562988281, 1.8959197998046875, 1.223940372467041, 0.011604797095060349, 0.5491239428520203, 0.8333497047424316, 0.8449361324310303, 0.24185369908809662, 0.00274815340526402, 0.00881928764283657, 0.1746453493833542, 0.8994964957237244, 0.10236380994319916, 0.6694626808166504, 0.166325181722641, 0.12015644460916519, 0.07927383482456207, 0.006836473476141691, 1.3872010707855225, 0.8865779638290405, 1.949872374534607, 0.2297251671552658, 1.1258286237716675, 2.5245018005371094]","[-0.04707612469792366, -0.10232560336589813, -0.05951033532619476, -0.007833002135157585, -0.007184503600001335, -0.010517289862036705, -0.23563332855701447, -0.8095077872276306, -0.18506689369678497, -0.7258877158164978, -0.5303229093551636, -0.001210195361636579, -0.1710490584373474, -0.29770198464393616, -0.49785131216049194, -0.03768731653690338, -0.00019929806876461953, -0.0008043391280807555, -0.025978175923228264, -0.28702858090400696, -0.011200882494449615, -0.10374854505062103, -0.025591431185603142, -0.023159604519605637, -0.008393842726945877, -0.0006214833119884133, -0.8344192504882812, -0.1637938767671585, -0.44142988324165344, -0.03138309344649315, -0.5099291205406189, -1.0225520133972168]"
tqa:120a6ee055bb,train,1,"[3.685136079788208, 0.05480146408081055, 0.615418016910553, 0.32736092805862427, 0.4720139801502228, 0.17901268601417542, 0.006312592886388302, 1.270411491394043, 0.5588074922561646, 0.9739204049110413, 1.4200189113616943, 0.5827786922454834, 0.9147146940231323, 0.5306591391563416, 0.0005885143182240427, 3.7373344898223877, 0.9546512365341187, 2.475618362426758, 1.2247638702392578, 1.3019638061523438, 0.6672488451004028, 1.1102304458618164, 0.729336142539978, 1.282461166381836, 1.5575722455978394, 0.08722822368144989, 0.2872486710548401, 0.3053112328052521, 0.00014536696835421026, 3.211857318878174, 0.029684755951166153, 0.47185802459716797]","[-2.170590400695801, -0.006404944229871035, -0.2625851035118103, -0.06423398107290268, -0.10553628951311111, -0.027546163648366928, -0.0005980133428238332, -0.8900302648544312, -0.18614467978477478, -0.4970009922981262, -0.27025866508483887, -0.19109268486499786, -0.29934003949165344, -0.08268514275550842, -3.802703940891661e-05, -1.9817430973052979, -0.22285683453083038, -1.2207095623016357, -0.9058310985565186, -0.3207187354564667, -0.48022380471229553, -0.2894311547279358, -0.17695532739162445, -0.4576016366481781, -0.349863201379776, -0.013940582051873207, -0.058971941471099854, -0.047961100935935974, -8.4638240878121e-06, -1.9417724609375, -0.0033353909384459257, -0.09604469686746597]"
tqa:185448b15e76,val,1,"[0.006826834287494421, 0.041545040905475616, 2.7880165576934814, 0.2892814576625824, 0.9803901314735413, 0.1508944183588028, 0.007275918498635292, 0.03744702786207199, 3.424057960510254, 0.9177975654602051, 0.1879958212375641, 0.008600953966379166, 0.03812476992607117, 3.0631885528564453, 0.926694393157959, 0.1085643470287323, 0.014890173450112343, 3.0317234992980957, 3.4401674270629883, 0.11488266289234161, 1.3312838077545166, 3.05216908454895, 0.033408183604478836, 1.5837398767471313, 1.0750783681869507, 2.427360773086548, 3.1396398544311523, 1.55544114112854, 4.028419017791748, 3.461508274078369, 0.3338856101036072, 1.8308961391448975]","[-0.0005154472892172635, -0.004704715684056282, -0.9917930364608765, -0.0856512039899826, -0.4344460964202881, -0.01517348550260067, -0.0005548844928853214, -0.003977246582508087, -2.2477035522460938, -0.35173970460891724, -0.017947066575288773, -0.0007491880678571761, -0.004970930516719818, -1.8452080488204956, -0.3621342182159424, -0.009605735540390015, -0.0011629253858700395, -1.1063189506530762, -2.5119876861572266, -0.01568222977221012, -0.6224983930587769, -1.5057334899902344, -0.003342757234349847, -0.5023351907730103, -0.2681128978729248, -1.105018138885498, -0.8328557014465332, -0.4204811155796051, -1.942558765411377, -1.9897454977035522, -0.05357145145535469, -0.8412411212921143]"
tqa:3c228f64fc8c,train,1,"[9.950363892130554e-05, 0.05444566160440445, 0.019170084968209267, 0.023041289299726486, 0.00938873365521431, 0.006703419145196676, 0.010538837872445583, 0.003169677685946226, 0.15796861052513123, 0.02770588919520378, 0.0031551613938063383, 0.12779554724693298, 0.12527528405189514, 0.00904475711286068, 0.2509702742099762, 1.2744112014770508, 0.002213933737948537, 0.5184135437011719, 0.09824404865503311, 0.35473740100860596, 0.001998261781409383, 0.0009417078108526766, 0.00015855117817409337, 0.03926120698451996, 0.015294061973690987, 0.011155221611261368, 0.005999188404530287, 0.004943825304508209, 0.010661006905138493, 0.0030839829705655575, 0.10442281514406204, 0.01791842095553875]","[-7.033323527139146e-06, -0.00486001605167985, -0.0018030828796327114, -0.002252543345093727, -0.0007269124034792185, -0.0006086166249588132, -0.00103586888872087, -0.0002944036095868796, -0.024719221517443657, -0.0023421018850058317, -0.00027569307712838054, -0.020714960992336273, -0.012193894945085049, -0.0007742029847577214, -0.03850206732749939, -0.30114850401878357, -0.00015448330668732524, -0.07640063762664795, -0.010526137426495552, -0.05327390134334564, -0.00020013237372040749, -7.533743337262422e-05, -1.156323378381785e-05, -0.003468214301392436, -0.0013754441170021892, -0.0009756095823831856, -0.0004502712981775403, -0.0004353767435532063, -0.001033010776154697, -0.00027640812913887203, -0.015460873953998089, -0.0015544723719358444]"
tqa:500b76f518c3,train,0,"[1.5141916275024414, 0.01191435381770134, 2.7816991806030273, 1.098017930984497, 0.1459026038646698, 0.45045047998428345, 2.265214443206787, 1.353073000907898, 2.0932626724243164, 1.2099339962005615, 2.5840578079223633, 1.4180881977081299, 2.8193156719207764, 2.530487060546875, 0.859571099281311, 1.4014111757278442, 0.33841753005981445, 1.4724469184875488, 3.978179693222046, 0.02061069756746292, 1.3668783903121948, 2.807572841644287, 1.573923110961914, 4.522800445556641, 0.017817169427871704, 2.0468661785125732, 3.5168235301971436, 0.0077059026807546616, 0.15299440920352936, 1.0125114917755127, 1.4701836109161377, 0.37317734956741333]","[-0.6556987762451172, -0.0011703077470883727, -1.6535271406173706, -0.3077656030654907, -0.02316216751933098, -0.10262031853199005, -1.430591106414795, -0.3173976242542267, -0.7720925807952881, -0.2563994824886322, -0.810896635055542, -0.5593000054359436, -1.3584543466567993, -1.3704432249069214, -0.5137690305709839, -0.4442065954208374, -0.059782564640045166, -1.002347707748413, -1.221863865852356, -0.0015793481143191457, -0.3071410357952118, -0.9764106869697571, -0.2795144021511078, -2.2228171825408936, -0.0017058596713468432, -0.31388700008392334, -1.240739345550537, -0.0006611545104533434, -0.01855691336095333, -0.2588120996952057, -0.4850579500198364, -0.053293339908123016]"
tqa:c8e0a4581822,train,1,"[0.9784560799598694, 0.5305460691452026, 0.742652416229248, 0.14549484848976135, 0.016107549890875816, 0.09710042178630829, 0.04676651954650879, 0.0437980592250824, 0.20135942101478577, 0.07695024460554123, 0.08369701355695724, 0.015957802534103394, 0.007656547240912914, 0.028539635241031647, 0.04787065088748932, 0.03190965577960014, 0.40459364652633667, 0.15490813553333282, 0.0090258764103055, 0.18514791131019592, 0.4222523272037506, 0.2751176953315735, 0.018751854076981544, 0.6788499355316162, 0.8481873273849487, 0.001990394201129675, 0.31771016120910645, 0.14767155051231384, 0.24034401774406433, 0.08866707980632782, 0.011467712000012398, 0.051718421280384064]","[-0.16926929354667664, -0.07408566027879715, -0.21491418778896332, -0.016078222543001175, -0.0013936578761786222, -0.012428807094693184, -0.004582499153912067, -0.00439950218424201, -0.022769901901483536, -0.007288177963346243, -0.011283395811915398, -0.0015255491016432643, -0.0007869484252296388, -0.002781928749755025, -0.005987090524286032, -0.0029584472067654133, -0.09625714272260666, -0.016139455139636993, -0.0007539528887718916, -0.029460623860359192, -0.047138672322034836, -0.02593299187719822, -0.0019922663923352957, -0.16560035943984985, -0.21116827428340912, -0.00012611546844709665, -0.04278931766748428, -0.016724614426493645, -0.04532831162214279, -0.010732311755418777, -0.0009480987209826708, -0.0059699080884456635]"
tqa:33fe7f3e7c0e,train,0,"[0.5469765663146973, 0.001960005611181259, 0.11502689123153687, 2.9717812538146973, 0.6254355311393738, 0.5567160844802856, 0.002507304772734642, 0.053556885570287704, 1.8228223323822021, 0.4197719693183899, 0.11316358298063278, 0.0011797550832852721, 0.04421324282884598, 1.5269522666931152, 0.7977508306503296, 1.1809250116348267, 0.0008617874700576067, 0.030581258237361908, 2.794757843017578, 0.4844871759414673, 0.11152880638837814, 0.0006880342843942344, 0.013523705303668976, 2.509770393371582, 0.4836551249027252, 0.3964182138442993, 0.0007191482000052929, 0.012617952190339565, 2.123260259628296, 0.5987161993980408, 0.06528070569038391, 0.000433415814768523]","[-0.08278720825910568, -0.00014876213390380144, -0.01413183193653822, -1.4305089712142944, -0.20107927918434143, -0.13044500350952148, -0.00018571082910057157, -0.00583753501996398, -0.9620398879051208, -0.09990479052066803, -0.012476254254579544, -8.546940807718784e-05, -0.004742920398712158, -0.39602717757225037, -0.3708500564098358, -0.23920440673828125, -5.578839045483619e-05, -0.0032078970689326525, -1.2913649082183838, -0.1304096281528473, -0.010848118923604488, -4.7801782784517854e-05, -0.0013247294118627906, -1.1679261922836304, -0.11694493144750595, -0.050773948431015015, -4.911301948595792e-05, -0.0011655449634417892, -0.9752907752990723, -0.15034890174865723, -0.006238510832190514, -2.9801878554280847e-05]"
